Batter_Name,Age,G,PA,AB,R,H,1B,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,FBP,IBB,SO,GDP,SAC,SF,Year,Salary,WAR,Year_Born,Hand,CP,TP,AVG,OBP,SLG,OPS,P_Year,YAB,YOPS
김원섭,31,101,426,356,74,107,76,14,9,8,163,43,20,10,56,6,62,1,55,8,5,3,2009,9000,3.616,1978-12-18,좌타우투,우익수,좌익수,0.301,0.401,0.458,0.859,2010,353,0.688
김원섭,32,111,428,353,43,84,60,16,3,5,121,28,15,6,56,2,58,0,63,5,16,1,2010,17000,0.747,1978-12-18,좌타우투,우익수,좌익수,0.238,0.345,0.343,0.688,2011,269,0.718
김원섭,33,87,316,269,36,73,51,18,2,2,101,30,1,3,32,0,32,1,28,4,10,5,2011,14000,0.82,1978-12-18,좌타우투,우익수,좌익수,0.271,0.343,0.375,0.718,2012,386,0.811
김원섭,34,120,472,386,60,117,89,21,4,3,155,61,8,4,69,2,71,1,54,12,12,3,2012,13000,3.807,1978-12-18,좌타우투,우익수,좌익수,0.303,0.409,0.402,0.811,2013,96,0.647
김원섭,35,42,119,96,12,18,9,8,0,1,29,12,1,0,23,0,23,0,20,0,0,0,2013,25000,0.236,1978-12-18,좌타우투,우익수,좌익수,0.188,0.345,0.302,0.647,2014,80,0.654
김원섭,36,44,101,80,21,18,13,4,1,0,24,13,3,1,17,0,17,0,13,2,2,2,2014,25000,0.023,1978-12-18,좌타우투,우익수,좌익수,0.225,0.354,0.3,0.654,2015,277,0.778
김원섭,37,110,341,277,45,74,53,13,3,5,108,33,8,5,53,3,56,0,46,5,6,2,2015,15000,1.448,1978-12-18,좌타우투,우익수,좌익수,0.267,0.388,0.39,0.778,2016,73,0.636
이용규,19,52,70,62,3,8,7,1,0,0,9,2,1,3,4,2,6,0,21,0,1,1,2004,2400,-0.806,1985-08-26,좌타좌투,중견수,중견수,0.129,0.203,0.145,0.348,2005,414,0.693
이용규,20,124,479,414,57,110,86,17,2,5,146,37,31,10,39,9,48,0,64,6,14,3,2005,2000,1.46,1985-08-26,좌타좌투,중견수,중견수,0.266,0.34,0.353,0.693,2006,485,0.803
이용규,21,125,552,485,78,154,119,25,9,1,200,39,38,11,50,9,59,3,48,6,7,1,2006,5500,5.174,1985-08-26,좌타좌투,중견수,중견수,0.318,0.391,0.412,0.803,2007,439,0.699
이용규,22,118,491,439,61,123,98,17,8,0,156,27,17,11,37,7,44,0,40,4,5,3,2007,11000,2.668,1985-08-26,좌타좌투,중견수,중견수,0.28,0.344,0.355,0.699,2008,417,0.783
이용규,23,106,473,417,62,130,100,24,6,0,166,38,28,9,47,3,50,1,37,4,6,0,2008,9000,4.232,1985-08-26,좌타좌투,중견수,중견수,0.312,0.385,0.398,0.783,2009,169,0.713
이용규,24,50,201,169,32,45,34,8,3,0,59,14,10,4,22,4,26,1,21,1,6,0,2009,15000,0.779,1985-08-26,좌타좌투,중견수,중견수,0.266,0.364,0.349,0.713,2010,472,0.769
이용규,25,129,555,472,74,145,122,19,1,3,175,51,25,12,64,9,73,2,50,10,7,3,2010,16000,3.837,1985-08-26,좌타좌투,중견수,중견수,0.307,0.398,0.371,0.769,2011,421,0.828
이용규,26,111,503,421,84,140,119,16,2,3,169,33,30,6,63,9,72,2,33,5,7,3,2011,20000,5.541,1985-08-26,좌타좌투,중견수,중견수,0.333,0.427,0.401,0.828,2012,491,0.709
이용규,27,125,580,491,86,139,121,14,2,2,163,37,44,12,66,10,76,0,38,9,10,3,2012,30000,4.5,1985-08-26,좌타좌투,중견수,중견수,0.283,0.377,0.332,0.709,2013,390,0.742
이용규,28,100,453,390,74,115,92,20,1,2,143,22,21,9,44,7,51,0,37,4,10,2,2013,34000,2.825,1985-08-26,좌타좌투,중견수,중견수,0.295,0.375,0.367,0.742,2014,358,0.729
이용규,29,104,418,358,62,103,87,12,4,0,123,20,12,11,52,5,57,0,46,5,2,1,2014,70000,0.089,1985-08-26,좌타좌투,중견수,중견수,0.288,0.385,0.344,0.729,2015,493,0.851
이용규,30,124,585,493,94,168,142,15,7,4,209,42,28,10,68,9,77,5,45,4,11,4,2015,70000,5.195,1985-08-26,좌타좌투,중견수,중견수,0.341,0.427,0.424,0.851,2016,452,0.872
이용규,31,113,530,452,98,159,132,20,4,3,196,41,21,11,63,7,70,1,29,7,7,1,2016,70000,3.972,1985-08-26,좌타좌투,중견수,중견수,0.352,0.438,0.434,0.872,2017,179,0.65
이용규,32,57,200,179,31,47,38,8,1,0,57,12,10,3,17,2,19,0,20,4,1,1,2017,90000,0.147,1985-08-26,좌타좌투,중견수,중견수,0.263,0.332,0.318,0.65,2018,491,0.711
최희섭,28,52,220,199,20,67,43,17,0,7,105,46,3,1,18,0,18,0,37,9,0,3,2007,2400,2.092,1979-03-16,좌타좌투,지명타자,1루수,0.337,0.386,0.528,0.914,2008,188,0.641
최희섭,29,55,207,188,17,43,34,2,1,6,65,22,4,3,15,3,18,2,41,4,0,1,2008,35000,-0.259,1979-03-16,좌타좌투,지명타자,1루수,0.229,0.295,0.346,0.641,2009,435,1.024
최희섭,30,131,545,435,98,134,78,23,0,33,256,100,2,4,96,7,103,13,108,14,0,7,2009,20000,5.134,1979-03-16,좌타좌투,지명타자,1루수,0.308,0.435,0.589,1.024,2010,444,0.88
최희섭,31,126,532,444,78,127,83,22,1,21,214,84,4,3,81,4,85,7,109,17,0,3,2010,40000,3.631,1979-03-16,좌타좌투,지명타자,1루수,0.286,0.398,0.482,0.88,2011,242,0.838
최희섭,32,70,282,242,36,68,44,14,1,9,111,37,1,1,39,0,39,2,61,7,0,1,2011,40000,1.886,1979-03-16,좌타좌투,지명타자,1루수,0.281,0.379,0.459,0.838,2012,246,0.786
최희섭,33,80,301,246,31,62,38,17,0,7,100,42,1,1,50,2,52,5,53,9,0,3,2012,17000,1.718,1979-03-16,좌타좌투,지명타자,1루수,0.252,0.379,0.407,0.786,2013,252,0.844
이범호,19,69,86,74,11,12,4,7,0,1,22,3,1,0,10,1,11,0,21,2,0,1,2000,2400,-0.061,1981-11-25,우타우투,3루수,3루수,0.162,0.267,0.297,0.564,2001,138,0.589
이범호,20,71,159,138,22,27,16,7,1,3,45,16,2,4,11,2,13,0,25,3,7,1,2001,2000,-0.37,1981-11-25,우타우투,3루수,3루수,0.196,0.263,0.326,0.589,2002,296,0.773
이범호,21,111,329,296,41,77,44,20,2,11,134,35,5,1,24,3,27,1,57,5,4,2,2002,2400,2.015,1981-11-25,우타우투,3루수,3루수,0.26,0.32,0.453,0.773,2003,323,0.749
이범호,22,107,384,323,46,77,46,19,1,11,131,38,2,6,47,5,52,1,63,6,8,1,2003,3500,1.707,1981-11-25,우타우투,3루수,3루수,0.238,0.343,0.406,0.749,2004,481,0.907
이범호,23,133,541,481,80,148,87,35,3,23,258,74,6,3,48,3,51,1,80,8,5,4,2004,4500,5.611,1981-11-25,우타우투,3루수,3루수,0.308,0.371,0.536,0.907,2005,444,0.871
이범호,24,126,513,444,69,121,67,27,1,26,228,68,6,2,53,9,62,0,94,8,1,6,2005,10500,4.946,1981-11-25,우타우투,3루수,3루수,0.273,0.357,0.514,0.871,2006,421,0.826
이범호,25,126,497,421,53,108,62,25,1,20,195,73,0,2,65,7,72,2,87,11,1,3,2006,16000,4.752,1981-11-25,우타우투,3루수,3루수,0.257,0.363,0.463,0.826,2007,418,0.792
이범호,26,126,505,418,57,103,68,14,0,21,180,63,2,0,72,5,77,1,73,14,6,4,2007,23000,3.901,1981-11-25,우타우투,3루수,3루수,0.246,0.361,0.431,0.792,2008,434,0.844
이범호,27,125,508,434,80,120,77,21,3,19,204,77,12,1,61,9,70,0,50,18,0,4,2008,21000,5.149,1981-11-25,우타우투,3루수,3루수,0.276,0.374,0.47,0.844,2009,436,0.874
이범호,30,101,405,318,63,96,58,21,0,17,168,77,2,0,75,7,82,3,56,8,0,5,2011,40000,5.537,1981-11-25,우타우투,3루수,3루수,0.302,0.44,0.528,0.968,2012,140,0.79
이범호,31,42,171,140,13,41,32,7,0,2,54,19,1,0,27,1,28,2,23,3,0,3,2012,49500,1.548,1981-11-25,우타우투,3루수,3루수,0.293,0.404,0.386,0.79,2013,436,0.802
이범호,32,122,516,436,56,108,67,17,0,24,197,73,0,2,62,9,71,3,79,18,4,5,2013,43500,3.346,1981-11-25,우타우투,3루수,3루수,0.248,0.35,0.452,0.802,2014,350,0.857
이범호,33,105,406,350,47,94,52,23,0,19,174,82,2,2,41,11,52,1,89,9,0,4,2014,45000,2.345,1981-11-25,우타우투,3루수,3루수,0.269,0.36,0.497,0.857,2015,437,0.891
이범호,34,138,514,437,60,118,65,25,0,28,227,79,3,4,57,16,73,1,91,16,0,4,2015,65000,2.778,1981-11-25,우타우투,3루수,3루수,0.27,0.372,0.519,0.891,2016,484,0.953
이범호,35,138,560,484,93,150,94,23,0,33,272,108,1,1,60,9,69,7,57,15,0,7,2016,65000,4.629,1981-11-25,우타우투,3루수,3루수,0.31,0.391,0.562,0.953,2017,382,0.87
이범호,36,115,447,382,57,104,65,14,0,25,193,89,0,0,52,7,59,3,81,9,0,6,2017,65000,2.592,1981-11-25,우타우투,3루수,3루수,0.272,0.365,0.505,0.87,2018,332,0.848
이범호,37,101,380,332,41,93,66,7,0,20,160,69,1,0,42,4,46,4,59,12,0,2,2018,65000,2.622,1981-11-25,우타우투,3루수,3루수,0.28,0.366,0.482,0.848,2019,26,0.675
장승현,24,20,16,13,2,5,5,0,0,0,5,1,0,0,1,0,1,0,2,2,2,0,2018,2800,0.091,1994-03-07,우타우투,포수,포수,0.385,0.429,0.385,0.814,2019,41,0.459
박세혁,22,6,6,6,1,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2012,2400,0.071,1990-01-09,좌타우투,포수,포수,0.333,0.333,0.5,0.833,2013,26,0.679
박세혁,26,87,210,172,26,36,25,5,1,5,58,23,2,2,22,2,24,0,45,1,11,3,2016,3000,0.114,1990-01-09,좌타우투,포수,포수,0.209,0.302,0.337,0.639,2017,201,0.752
박세혁,27,97,237,201,41,57,44,8,0,5,80,26,2,1,19,5,24,0,44,1,8,4,2017,6000,1.232,1990-01-09,좌타우투,포수,포수,0.284,0.354,0.398,0.752,2018,170,0.762
박세혁,28,89,194,170,37,48,33,12,0,3,69,22,5,0,16,4,20,0,55,0,3,1,2018,10000,1.322,1990-01-09,좌타우투,포수,포수,0.282,0.356,0.406,0.762,2019,441,0.735
이흥련,25,88,155,132,21,30,24,4,1,1,39,17,1,0,14,5,19,0,24,0,4,0,2014,2500,0.192,1989-05-16,우타우투,포수,포수,0.227,0.325,0.295,0.62,2015,105,0.585
이흥련,26,71,108,105,16,25,17,7,0,1,35,17,2,1,1,1,2,0,22,1,1,0,2015,7500,0.163,1989-05-16,우타우투,포수,포수,0.238,0.252,0.333,0.585,2016,150,0.768
이흥련,29,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,7500,-0.175,1989-05-16,우타우투,포수,포수,0,0,0,0,2019,42,0.746
신성현,25,64,117,102,17,23,16,3,0,4,38,17,0,0,13,0,13,0,44,0,2,0,2015,3700,0.573,1990-10-19,우타우투,1루수,3루수,0.225,0.313,0.373,0.686,2016,158,0.841
신성현,26,89,184,158,30,44,28,8,0,8,76,24,0,4,15,5,20,0,54,3,6,0,2016,3700,0.242,1990-10-19,우타우투,1루수,3루수,0.278,0.36,0.481,0.841,2017,67,0.466
신성현,27,34,72,67,5,11,7,2,1,1,18,7,1,0,2,1,3,0,21,2,1,1,2017,3700,-0.613,1990-10-19,우타우투,1루수,3루수,0.164,0.197,0.269,0.466,2018,24,0.514
신성현,28,16,27,24,5,4,3,0,0,1,7,2,0,0,2,0,2,0,9,1,0,1,2018,5700,-0.251,1990-10-19,우타우투,1루수,3루수,0.167,0.222,0.292,0.514,2019,41,0.62
서예일,23,31,21,19,3,2,2,0,0,0,2,0,0,0,2,0,2,0,8,1,0,0,2016,2700,-0.117,1993-06-19,좌타우투,3루수,3루수,0.105,0.19,0.105,0.295,2017,23,0.64
전민재,19,12,8,8,2,3,2,1,0,0,4,3,0,0,0,0,0,0,2,1,0,0,2018,2700,0.047,1999-06-30,우타우투,3루수,3루수,0.375,0.375,0.5,0.875,2019,0,
허경민,22,92,173,154,28,41,33,8,0,0,49,14,9,8,7,5,12,0,17,7,6,1,2012,2500,0.373,1990-08-26,우타우투,3루수,3루수,0.266,0.317,0.318,0.635,2013,228,0.747
허경민,23,75,276,228,35,68,57,9,1,1,82,25,14,4,27,9,36,0,14,7,7,5,2013,4100,1.821,1990-08-26,우타우투,3루수,3루수,0.298,0.387,0.36,0.747,2014,198,0.633
허경민,24,105,233,198,33,49,40,8,1,0,59,10,6,4,21,6,27,0,21,7,6,2,2014,8000,0.31,1990-08-26,우타우투,3루수,3루수,0.247,0.335,0.298,0.633,2015,404,0.757
허경민,25,117,453,404,64,128,105,20,2,1,155,41,8,3,31,7,38,0,42,11,8,3,2015,20000,3.818,1990-08-26,우타우투,3루수,3루수,0.317,0.373,0.384,0.757,2016,538,0.745
허경민,26,144,609,538,96,154,119,24,4,7,207,81,6,6,49,14,63,1,58,14,6,2,2016,20000,1.27,1990-08-26,우타우투,3루수,3루수,0.286,0.36,0.385,0.745,2017,369,0.674
허경민,27,130,422,369,50,95,69,22,1,3,128,40,8,4,29,10,39,0,48,15,12,2,2017,30000,0.622,1990-08-26,우타우투,3루수,3루수,0.257,0.327,0.347,0.674,2018,516,0.835
허경민,28,133,577,516,85,167,122,30,5,10,237,79,20,4,32,16,48,0,52,15,5,8,2018,26500,4.054,1990-08-26,우타우투,3루수,3루수,0.324,0.376,0.459,0.835,2019,475,0.721
류지혁,21,14,5,5,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2015,3000,0.142,1994-01-13,좌타우투,유격수,유격수,0.2,0.2,0.2,0.4,2016,118,0.763
류지혁,22,90,134,118,34,34,26,5,0,3,48,9,3,2,10,3,13,0,28,0,2,1,2016,3000,1.218,1994-01-13,좌타우투,유격수,유격수,0.288,0.356,0.407,0.763,2017,297,0.677
류지혁,23,125,330,297,60,77,57,13,4,3,107,26,7,5,21,4,25,0,55,2,8,0,2017,5700,0.237,1994-01-13,좌타우투,유격수,유격수,0.259,0.317,0.36,0.677,2018,228,0.683
류지혁,24,128,280,228,52,61,53,7,0,1,71,29,7,2,29,10,39,0,43,3,11,2,2018,9500,0.865,1994-01-13,좌타우투,유격수,유격수,0.268,0.372,0.311,0.683,2019,276,0.609
오재원,22,49,64,58,10,15,11,4,0,0,19,5,3,2,4,1,5,0,17,1,0,1,2007,2400,0.241,1985-02-09,좌타우투,2루수,2루수,0.259,0.312,0.328,0.64,2008,282,0.61
오재원,23,117,311,282,45,70,57,10,3,0,86,28,28,7,17,7,24,0,62,3,3,2,2008,2500,0.229,1985-02-09,좌타우투,2루수,2루수,0.248,0.305,0.305,0.61,2009,209,0.556
오재원,24,106,239,209,36,48,45,3,0,0,51,12,12,3,20,6,26,1,44,5,2,2,2009,4400,-0.78,1985-02-09,좌타우투,2루수,2루수,0.23,0.312,0.244,0.556,2010,384,0.668
오재원,25,123,421,384,59,106,86,17,3,0,129,37,35,10,29,4,33,1,76,5,2,2,2010,5200,1.701,1985-02-09,좌타우투,2루수,2루수,0.276,0.332,0.336,0.668,2011,466,0.713
오재원,26,129,529,466,73,129,101,18,4,6,173,46,46,7,39,9,48,0,62,6,12,3,2011,8500,3.546,1985-02-09,좌타우투,2루수,2루수,0.277,0.342,0.371,0.713,2012,188,0.689
오재원,27,77,213,188,29,53,43,7,3,0,66,17,14,2,17,0,17,1,43,4,6,2,2012,14500,1.335,1985-02-09,좌타우투,2루수,2루수,0.282,0.338,0.351,0.689,2013,308,0.786
오재원,28,113,375,308,54,80,52,14,7,7,129,44,33,11,49,6,55,2,62,6,7,5,2013,12500,2.886,1985-02-09,좌타우투,2루수,2루수,0.26,0.367,0.419,0.786,2014,359,0.855
오재원,29,110,420,359,60,114,82,21,6,5,162,40,33,7,50,2,52,2,61,7,9,0,2014,17000,3.562,1985-02-09,좌타우투,2루수,2루수,0.318,0.404,0.451,0.855,2015,411,0.774
오재원,30,120,474,411,60,115,82,20,2,11,172,59,31,8,47,4,51,1,94,9,7,4,2015,40000,2.348,1985-02-09,좌타우투,2루수,2루수,0.28,0.356,0.418,0.774,2016,416,0.714
오재원,31,122,484,416,68,113,89,18,1,5,148,58,13,10,54,5,59,1,82,10,3,6,2016,55000,1.762,1985-02-09,좌타우투,2루수,2루수,0.272,0.358,0.356,0.714,2017,334,0.685
오재원,32,127,390,334,43,79,55,16,1,7,118,40,7,7,47,2,49,1,85,5,4,3,2017,55000,0.314,1985-02-09,좌타우투,2루수,2루수,0.237,0.332,0.353,0.685,2018,473,0.832
오재원,33,132,521,473,78,148,108,24,1,15,219,81,15,6,41,2,43,0,119,13,3,2,2018,55000,3.335,1985-02-09,좌타우투,2루수,2루수,0.313,0.369,0.463,0.832,2019,177,0.538
정병곤,29,74,82,74,16,16,14,0,0,2,22,7,1,0,4,2,6,0,21,3,2,0,2017,3500,0.274,1988-03-23,우타우투,2루수,유격수,0.216,0.275,0.297,0.572,2018,15,0.129
정병곤,30,6,16,15,1,1,1,0,0,0,1,2,0,0,0,0,0,0,5,1,0,1,2018,4500,-0.328,1988-03-23,우타우투,2루수,유격수,0.067,0.062,0.067,0.129,2019,27,0.512
오재일,23,43,74,66,4,13,8,5,0,0,18,4,0,0,6,0,6,1,15,1,1,1,2009,2100,-0.478,1986-10-29,좌타좌투,1루수,1루수,0.197,0.26,0.273,0.533,2010,60,0.45
오재일,24,39,67,60,1,8,3,4,0,1,15,9,0,0,4,1,5,0,16,6,2,0,2010,2100,-0.583,1986-10-29,좌타좌투,1루수,1루수,0.133,0.2,0.25,0.45,2011,100,0.643
오재일,25,46,118,100,13,23,17,5,0,1,31,11,2,0,15,1,16,1,24,2,1,1,2011,2500,-0.008,1986-10-29,좌타좌투,1루수,1루수,0.23,0.333,0.31,0.643,2012,212,0.589
오재일,26,87,228,212,16,43,27,8,0,8,75,25,0,0,10,0,10,0,58,3,2,4,2012,2500,-0.465,1986-10-29,좌타좌투,1루수,1루수,0.203,0.235,0.354,0.589,2013,117,0.885
오재일,27,55,144,117,16,35,20,12,0,3,56,28,0,1,20,3,23,2,28,0,1,3,2013,5000,1.015,1986-10-29,좌타좌투,1루수,1루수,0.299,0.406,0.479,0.885,2014,132,0.706
오재일,28,75,155,132,10,32,22,7,0,3,48,18,1,1,20,1,21,0,39,1,0,2,2014,7300,0.189,1986-10-29,좌타좌투,1루수,1루수,0.242,0.342,0.364,0.706,2015,180,0.981
오재일,29,66,213,180,33,52,26,11,1,14,107,36,0,0,28,2,30,2,49,5,1,2,2015,9500,0.953,1986-10-29,좌타좌투,1루수,1루수,0.289,0.387,0.594,0.981,2016,380,1.003
오재일,30,105,455,380,69,120,71,20,2,27,225,92,1,0,64,2,66,2,73,5,2,7,2016,9500,3.991,1986-10-29,좌타좌투,1루수,1루수,0.316,0.411,0.592,1.003,2017,412,0.939
오재일,31,128,466,412,62,126,73,27,0,26,231,89,1,1,45,5,50,0,80,5,1,3,2017,19800,3.886,1986-10-29,좌타좌투,1루수,1루수,0.306,0.378,0.561,0.939,2018,401,0.912
오재일,32,123,477,401,69,112,64,19,2,27,216,80,1,1,60,6,66,2,121,3,0,10,2018,30000,3.203,1986-10-29,좌타좌투,1루수,1루수,0.279,0.373,0.539,0.912,2019,467,0.864
김재호,19,36,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2004,2400,-0.212,1985-03-21,우타우투,유격수,유격수,0,0,0,0,2005,27,0.744
김재호,23,112,292,261,48,65,51,8,5,1,86,21,12,3,25,2,27,0,33,7,3,1,2008,2600,1.385,1985-03-21,우타우투,유격수,유격수,0.249,0.318,0.33,0.648,2009,180,0.695
김재호,24,80,205,180,27,43,27,9,4,3,69,36,4,1,20,1,21,0,27,5,0,4,2009,4400,0.544,1985-03-21,우타우투,유격수,유격수,0.239,0.312,0.383,0.695,2010,85,0.622
김재호,25,83,102,85,11,19,15,3,1,0,24,8,5,1,14,1,15,0,15,3,2,0,2010,5400,0.361,1985-03-21,우타우투,유격수,유격수,0.224,0.34,0.282,0.622,2011,109,0.49
김재호,26,57,122,109,6,20,14,5,1,0,27,9,1,1,7,2,9,0,15,4,2,2,2011,5200,-0.315,1985-03-21,우타우투,유격수,유격수,0.183,0.242,0.248,0.49,2012,177,0.536
김재호,27,84,200,177,23,38,34,2,2,0,44,11,3,3,16,2,18,0,31,5,5,0,2012,5700,0.104,1985-03-21,우타우투,유격수,유격수,0.215,0.287,0.249,0.536,2013,248,0.768
김재호,28,91,286,248,42,78,64,10,3,1,97,32,9,6,26,0,26,0,24,7,10,2,2013,7000,1.997,1985-03-21,우타우투,유격수,유격수,0.315,0.377,0.391,0.768,2014,341,0.674
김재호,29,122,421,341,50,86,68,14,1,3,111,54,2,8,54,2,56,0,59,14,13,11,2014,11700,0.98,1985-03-21,우타우투,유격수,유격수,0.252,0.348,0.326,0.674,2015,410,0.788
김재호,30,133,488,410,63,126,96,24,3,3,165,50,7,2,54,3,57,0,42,18,14,7,2015,41000,3.604,1985-03-21,우타우투,유격수,유격수,0.307,0.386,0.402,0.788,2016,416,0.829
김재호,31,137,496,416,69,129,92,27,3,7,183,78,8,4,57,5,62,1,52,8,5,13,2016,41000,4.409,1985-03-21,우타우투,유격수,유격수,0.31,0.389,0.44,0.829,2017,283,0.809
김재호,32,91,331,283,34,83,57,18,1,7,124,50,7,1,36,3,39,1,52,6,2,7,2017,65000,2.739,1985-03-21,우타우투,유격수,유격수,0.293,0.371,0.438,0.809,2018,402,0.87
김재호,33,131,467,402,78,125,89,20,0,16,193,75,6,2,52,4,56,1,77,12,3,6,2018,65000,3.568,1985-03-21,우타우투,유격수,유격수,0.311,0.39,0.48,0.87,2019,377,0.737
최주환,18,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2006,2400,-0.066,1988-02-28,좌타우투,2루수,2루수,0,0,0,0,2007,3,0
최주환,19,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2000,-0.068,1988-02-28,좌타우투,2루수,2루수,0,0,0,0,2008,15,0.845
최주환,20,16,16,15,3,4,1,2,1,0,8,6,0,0,1,0,1,0,4,0,0,0,2008,2000,0.144,1988-02-28,좌타우투,2루수,2루수,0.267,0.312,0.533,0.845,2009,10,0.091
최주환,24,81,238,210,29,57,42,11,2,2,78,22,4,3,18,3,21,0,23,2,6,1,2012,2500,1.334,1988-02-28,좌타우투,2루수,2루수,0.271,0.336,0.371,0.707,2013,91,0.79
최주환,25,47,100,91,12,27,19,5,1,2,40,10,1,0,8,0,8,1,9,3,0,1,2013,5000,0.711,1988-02-28,좌타우투,2루수,2루수,0.297,0.35,0.44,0.79,2014,189,0.751
최주환,26,82,211,189,38,53,35,14,0,4,79,31,1,1,14,2,16,0,25,1,4,2,2014,5800,0.773,1988-02-28,좌타우투,2루수,2루수,0.28,0.333,0.418,0.751,2015,238,0.785
최주환,27,100,270,238,34,67,44,16,2,5,102,32,0,3,25,3,28,2,34,6,3,1,2015,11000,0.877,1988-02-28,좌타우투,2루수,2루수,0.282,0.356,0.429,0.785,2016,160,0.727
최주환,28,85,182,160,21,45,32,11,0,2,62,22,0,0,12,4,16,1,19,2,2,4,2016,11000,0.077,1988-02-28,좌타우투,2루수,2루수,0.281,0.339,0.388,0.727,2017,399,0.794
최주환,29,129,452,399,65,120,91,16,6,7,169,57,3,2,38,9,47,1,58,10,1,5,2017,10000,2.854,1988-02-28,좌타우투,2루수,2루수,0.301,0.37,0.424,0.794,2018,519,0.979
최주환,30,138,590,519,87,173,102,39,6,26,302,108,1,0,51,10,61,1,89,5,0,10,2018,20000,4.507,1988-02-28,좌타우투,2루수,2루수,0.333,0.397,0.582,0.979,2019,285,0.697
조수행,23,66,29,29,16,8,8,0,0,0,8,3,2,3,0,0,0,0,6,0,0,0,2016,2700,-0.215,1993-08-30,좌타우투,중견수,우익수,0.276,0.276,0.276,0.552,2017,47,0.665
조수행,24,80,52,47,17,13,11,2,0,0,15,2,3,2,4,1,5,0,12,0,0,0,2017,3600,0.491,1993-08-30,좌타우투,중견수,우익수,0.277,0.346,0.319,0.665,2018,183,0.683
황경태,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2700,0.001,1996-08-17,우타우투,3루수,3루수,,,,,2018,13,0.616
국해성,26,11,26,20,6,4,2,1,0,1,8,5,0,0,2,1,3,0,5,2,1,2,2015,3000,0.096,1989-10-08,양타우투,우익수,우익수,0.2,0.28,0.4,0.68,2016,151,0.798
국해성,27,58,174,151,28,42,27,11,0,4,65,24,1,1,21,1,22,0,36,1,0,1,2016,3000,0.543,1989-10-08,양타우투,우익수,우익수,0.278,0.368,0.43,0.798,2017,86,0.63
국해성,28,57,96,86,15,18,12,3,0,3,30,17,0,0,5,4,9,0,23,2,0,1,2017,5000,-0.182,1989-10-08,양타우투,우익수,우익수,0.209,0.281,0.349,0.63,2018,24,0.887
국해성,29,14,28,24,4,8,5,3,0,0,11,1,1,0,3,1,4,0,5,1,0,0,2018,5000,0.167,1989-10-08,양타우투,우익수,우익수,0.333,0.429,0.458,0.887,2019,35,0.55
정수빈,19,85,259,231,47,61,44,8,6,3,90,17,13,7,24,3,27,0,45,1,0,1,2009,2400,1.109,1990-10-07,좌타좌투,중견수,중견수,0.264,0.34,0.39,0.73,2010,143,0.844
정수빈,20,76,156,143,35,46,31,8,6,1,69,19,13,3,10,0,10,0,25,2,1,2,2010,4000,1.487,1990-10-07,좌타좌투,중견수,중견수,0.322,0.361,0.483,0.844,2011,414,0.733
정수빈,21,128,476,414,66,118,92,17,8,1,154,38,31,8,40,11,51,0,77,5,8,3,2011,5200,2.651,1990-10-07,좌타좌투,중견수,중견수,0.285,0.361,0.372,0.733,2012,315,0.595
정수빈,22,101,357,315,46,74,56,11,7,0,99,32,24,6,18,3,21,1,46,5,19,2,2012,9000,0.661,1990-10-07,좌타좌투,중견수,중견수,0.235,0.281,0.314,0.595,2013,228,0.719
정수빈,23,125,260,228,57,63,51,2,8,2,87,29,23,8,16,6,22,0,29,1,8,2,2013,10000,1.38,1990-10-07,좌타좌투,중견수,중견수,0.276,0.337,0.382,0.719,2014,431,0.801
정수빈,24,128,507,431,79,132,101,18,7,6,182,49,32,5,41,11,52,1,68,8,22,2,2014,13700,3.647,1990-10-07,좌타좌투,중견수,중견수,0.306,0.379,0.422,0.801,2015,491,0.752
정수빈,25,128,570,491,79,145,109,27,7,2,192,59,15,9,43,11,54,1,70,9,19,6,2015,28000,1.604,1990-10-07,좌타좌투,중견수,중견수,0.295,0.361,0.391,0.752,2016,269,0.624
정수빈,28,26,112,98,20,36,31,2,1,2,46,23,5,2,11,1,12,0,13,1,0,2,2018,28000,1.504,1990-10-07,좌타좌투,중견수,중견수,0.367,0.429,0.469,0.898,2019,441,0.685
김재환,23,30,56,54,4,10,5,3,0,2,19,8,1,1,1,1,2,0,14,2,0,0,2011,2400,-0.275,1988-09-22,좌타우투,좌익수,좌익수,0.185,0.214,0.352,0.566,2012,39,0.44
김재환,26,52,96,85,12,26,17,6,0,3,41,13,1,0,11,0,11,1,12,3,0,0,2014,2700,0.751,1988-09-22,좌타우투,좌익수,좌익수,0.306,0.385,0.482,0.867,2015,153,0.76
김재환,27,48,180,153,24,36,21,8,0,7,65,22,4,1,22,2,24,1,39,6,1,2,2015,5000,0.589,1988-09-22,좌타우투,좌익수,좌익수,0.235,0.335,0.425,0.76,2016,492,1.035
